,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population
4216,p,f,s,g,f,f,c,h,t,b,s,s,w,p,w,o,p,h,v
4217,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4218,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4219,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4220,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4221,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4222,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4223,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4224,e,f,y,e,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
4225,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4226,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4227,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4228,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4229,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4230,p,x,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4231,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4232,p,f,s,w,f,f,c,p,t,b,f,f,w,p,w,o,p,h,s
4233,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4234,p,f,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4235,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4236,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4237,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4238,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4239,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4240,p,x,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4241,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4242,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4243,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4244,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4245,p,x,s,w,f,f,c,h,t,b,f,s,w,p,w,o,p,h,s
4246,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4247,p,x,s,b,f,f,c,p,t,b,f,s,w,p,w,o,p,h,s
4248,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4249,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4250,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4251,p,x,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4252,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4253,e,f,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
4254,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4255,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4256,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4257,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4258,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4259,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4260,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4261,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4262,p,x,f,p,c,f,c,p,e,b,s,s,w,p,w,o,p,k,s
4263,p,x,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4264,p,x,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4265,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4266,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4267,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4268,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4269,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4270,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4271,p,x,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4272,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4273,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4274,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4275,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4276,e,k,y,n,n,f,w,w,e,b,f,f,n,p,w,o,e,w,v
4277,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4278,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4279,p,f,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4280,p,x,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4281,p,x,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4282,p,f,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4283,e,f,s,p,n,f,c,e,e,?,s,s,w,p,w,t,e,w,c
4284,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4285,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4286,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4287,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4288,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4289,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4290,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4291,e,k,s,p,n,f,c,e,e,?,s,s,e,p,w,t,e,w,c
4292,p,x,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4293,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4294,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4295,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4296,p,x,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4297,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4298,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4299,p,f,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4300,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4301,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4302,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4303,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4304,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4305,e,f,y,g,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
4306,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4307,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4308,p,f,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4309,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4310,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4311,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4312,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4313,p,x,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4314,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4315,p,f,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4316,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4317,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4318,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4319,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4320,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4321,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4322,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4323,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4324,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4325,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4326,e,x,y,r,n,f,c,p,e,?,s,f,w,p,w,o,f,h,v
4327,p,f,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4328,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4329,p,x,y,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
4330,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4331,p,k,y,n,n,f,c,w,e,?,k,y,n,p,w,o,e,w,v
4332,p,f,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4333,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4334,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4335,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4336,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4337,p,x,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4338,p,x,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4339,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4340,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4341,e,f,y,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
4342,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4343,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4344,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4345,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4346,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4347,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4348,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4349,p,f,s,b,f,f,c,w,t,b,s,s,w,p,w,o,p,h,s
4350,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4351,p,x,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4352,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4353,p,f,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4354,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4355,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4356,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4357,e,x,s,e,n,f,c,e,e,?,s,s,e,p,w,t,e,w,c
4358,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4359,p,f,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4360,p,f,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4361,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4362,p,f,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4363,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4364,p,b,y,w,n,f,w,w,e,b,s,s,w,p,w,o,p,w,c
4365,p,f,s,b,f,f,c,h,t,b,s,s,w,p,w,o,p,h,v
4366,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4367,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4368,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4369,p,f,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4370,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4371,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4372,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4373,p,f,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4374,p,x,s,w,f,f,c,w,t,b,f,f,w,p,w,o,p,h,s
4375,e,f,y,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
4376,p,x,y,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
4377,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4378,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4379,e,f,y,e,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
4380,e,x,y,b,n,f,c,e,e,?,s,s,e,p,w,t,e,w,c
4381,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4382,p,x,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4383,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4384,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4385,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4386,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4387,p,x,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4388,p,f,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4389,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4390,p,x,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4391,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4392,p,f,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4393,p,x,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4394,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4395,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4396,e,x,y,u,n,f,c,h,e,?,s,f,w,p,w,o,f,h,y
4397,p,x,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4398,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4399,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4400,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4401,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4402,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4403,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4404,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4405,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4406,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4407,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4408,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4409,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4410,e,f,f,e,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
4411,p,f,s,b,f,f,c,h,t,b,s,f,w,p,w,o,p,h,v
4412,p,f,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4413,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4414,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4415,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4416,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4417,e,f,y,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
4418,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4419,e,x,s,b,n,f,c,e,e,?,s,s,w,p,w,t,e,w,c
4420,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4421,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4422,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4423,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4424,e,f,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
4425,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4426,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4427,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4428,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4429,p,x,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
4430,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4431,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4432,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4433,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4434,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4435,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4436,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4437,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4438,p,x,s,g,c,f,c,p,e,b,s,s,w,p,w,o,p,k,v
4439,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4440,p,f,s,g,f,f,c,h,t,b,f,f,w,p,w,o,p,h,s
4441,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4442,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4443,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4444,e,f,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
4445,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4446,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4447,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4448,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4449,p,x,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4450,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4451,e,f,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
4452,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4453,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4454,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4455,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4456,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4457,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4458,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4459,e,k,y,b,n,f,c,e,e,?,s,s,e,p,w,t,e,w,c
4460,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4461,p,x,y,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
4462,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4463,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4464,p,f,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4465,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4466,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4467,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4468,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4469,p,x,s,w,f,f,c,p,t,b,f,f,w,p,w,o,p,h,v
4470,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4471,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4472,p,x,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4473,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4474,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4475,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4476,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4477,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4478,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4479,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4480,e,f,y,n,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
4481,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4482,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4483,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4484,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4485,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4486,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4487,p,x,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4488,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4489,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4490,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4491,e,f,f,c,n,f,w,w,e,b,s,f,n,p,w,o,e,w,v
4492,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4493,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4494,p,f,f,y,n,f,c,w,e,?,k,y,y,p,w,o,e,w,v
4495,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4496,p,x,s,g,f,f,c,p,t,b,f,s,w,p,w,o,p,h,v
4497,e,f,s,n,n,f,c,e,e,?,s,s,w,p,w,t,e,w,c
4498,p,x,y,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
4499,p,x,s,g,c,f,w,u,e,b,s,s,w,p,w,o,p,k,v
4500,p,x,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4501,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4502,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4503,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4504,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4505,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4506,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4507,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4508,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4509,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4510,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4511,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4512,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4513,p,f,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4514,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4515,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4516,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4517,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4518,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4519,e,x,s,b,n,f,c,w,e,?,s,s,w,p,w,t,e,w,c
4520,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4521,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4522,p,x,y,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
4523,p,x,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4524,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4525,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4526,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4527,p,x,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4528,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4529,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4530,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4531,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4532,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4533,e,x,y,u,n,f,c,h,e,?,s,f,w,p,w,o,f,h,v
4534,e,f,y,b,n,f,c,e,e,?,s,s,e,p,w,t,e,w,c
4535,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4536,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4537,p,x,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4538,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4539,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4540,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4541,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4542,p,x,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4543,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4544,p,f,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4545,p,f,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4546,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4547,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4548,p,f,s,b,f,f,c,w,t,b,s,f,w,p,w,o,p,h,v
4549,p,f,s,w,n,f,c,g,e,b,s,s,w,p,w,t,p,r,v
4550,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4551,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4552,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4553,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
